Tweet,Offensive
"Immer wieder hören wir formelhaft: \""""das war nicht der RICHTIGE Kommunismus\"""", wenn der 100 Millionen Leichenberg wächst.<U+0001F914> |LBR| Venezuela hatte nicht das Problem, dass er nicht richtig umgesetzt wurde - das Problem war, dass er total richtig umgesetzt wurde!<U+0001F643> |LBR| #noLinke #CommiesRaus",OTHER
"erkel hat geschworen, \""""den Nutzen des Deutschen Volkes zu mehren\"""". |LBR| Und sie hält sich an ihren Schwur: als Melkkühe für EU und Merkelsiedler™ werden wir immer strammer herangezogen! |LBR| Man sollte die Eidesformel überarbeiten: \""""Nutzen FÜR das Deutsche Volk mehren\""statt \""""DES\""""!<U+0001F914>",OFFENSE
Das Leben des Brian kann ich ja bald synchronisieren!<U+0001F923> |LBR| Läuft gerade auf Tele5.<U+0001F601>,OTHER
Das Meer war nicht zu schlagen!<U+0001F914><U+0001F605>,OTHER
@ShakRiet Du wirst eine Massenpanik auslösen!<U+0001F633>,OTHER
@JVermessen Diese Haltung wird belohnt. Hast einen Follower.<U+0001F601>,OTHER
@cyclinginside @BerlinUlla Dieser Männerhaushalt macht gleich Chicken Wings im Backofen.<U+0001F357> |LBR| Männer kauen tote Vögel!<U+0001F414><U+0001F52A><U+0001F633> |LBR| <U+0001F60B><U+0001F37D><U+FE0F>,OTHER
"@cyclinginside Der definiert sich - war ja klar - auch noch als \""""Feminist\""""!<U+0001F923> |LBR| Ich blocke den jetzt, weil bei ihm und seiner Blase wachsen mir sonst noch rosa Häschenohren!<U+0001F430><U+0001F605>",OFFENSE
@cyclinginside Null Spaß. Einer muss es tun. |LBR| Aufopfernd.<U+0001F605>,OTHER
Und wer gibt Likes für seinen Schwachsinn?<U+0001F914> |LBR| Die noNazis FckAfD Feminismus White Guilt Anarchie Gesinnungsbolschewiki Fraktion!<U+0001F92E>,OFFENSE
"Bei der Eröffnung ZDF \""""heute\""wird mir schon wieder übel: Mit dem Bleifuß für Bürgerrechte!<U+0001F644>",OTHER
"15 Jahre nach Einführung des Frauenwahlrechts wurde der fesche Adolf Hitler, Eroberer der Frauenherzen mit trendy Bärtchen, zum Reichskanzler gewählt!<U+0001F914><U+0001F605> |LBR| #100jahrefrauenwahlrecht",OTHER
"@Monamar23815769 Guck, hatte ich im Thread schon Video verlinkt!<U+0001F609>",OTHER
Die Linkoiden brauchen mal genauso drastische Gegenbezeichnungen wie die Unverschämtheiten die sie uns verfassungstreuen Freibürgern unterstellen!<U+0001F92E> |LBR| #NoSPD #NoGrüne #noCommies #Gesinnungsbolschewiki #PolPotKillingFieldsMetzger #Gulagschergen #StaSiFolterknechte #CommiesRaus,OFFENSE
"@SaurFabian Zu viele Meldemuschis, schaden mir und Followern. Brauch die für rein gar nichts.",OFFENSE
"@SaurFabian Habe alleine heute 400 geblockt. Antifa, Radikalkommunisten, Anarchisten. Aber die sind wie eine Hydra, schlage einen Kopf ab - es wachsen sieben nach!<U+0001F644> |LBR| Hatte dann keine Lust und Nerven mehr, nutze Sonntag jetzt für Schöneres.<U+0001F605>",OFFENSE
@mehmascholl Der Mond besteht aus Käse. Beweis: wird ständig angeknabbert!<U+0001F914><U+0001F605><U+0001F60B>,OTHER
"@Holger56228648 @YouTube Die Mörderfratzen der Politiker- &amp; Journalistendarsteller - welche Ansiedlung feindseliger Gegengesellschaft des Mohammedkultes aus Vorderasien, Orient &amp; Afrika rechtfertigen und propagieren - lächeln uns in Tagesschau &amp; Heute an wie Serienkiller ihre Opfer im Folterkeller!<U+0001F631>",OFFENSE
"@AufgewachteWelt Ja, die sind hinterm Mond gelandet!<U+0001F601> |LBR| Was allerdings eine beeindruckende Leistung ist - während wir gegenderte Unisextoiletten installieren.<U+0001F644><U+0001F61C>",OTHER
China besucht als erste Nation die Rückseite des Mondes. Wir kümmern uns um |LBR| -Rettung des Klimas |LBR| -Ansiedlung muslimischer Araber &amp; Afrikaner zur Vollalimentierung |LBR| -Vernichtung unserer Energiewirtschaft |LBR| -Demontage unserer Industrie |LBR| -Gendergerechtigkeit |LBR| Wer wird Nase vorn haben?<U+0001F914>,OFFENSE
"@Betonschwein Ok, ich hab was politisch unkorrektes dazwischengeschmuggelt!<U+0001F92B> |LBR| Aber nur um die Breite der Meinungen einzufangen!<U+0001F607><U+0001F92D>",OTHER
"Biologisch sind wir Säugetiere, doch unsere kognitiven Fähigkeiten befähigen uns zur Umgestaltung unserer Lebenswelt, Weitergabe von Wissen, Schaffen gemeinsamer Kultur, Abstraktion bis zur mathematischen Formalsprache. |LBR| Empathie? Tiere auch! |LBR| Was trennt Menschen von Tieren?<U+0001F914>",OTHER
Wir sind zufrieden ... <U+0001F60A><U+0001F60A><U+0001F60A> #fcsp,OTHER
Fast die Hälfte der Stimmen für Merz ... #FCKCDU,OFFENSE
"Würde sich dieser Günther zur Wahl stellen, wäre er der einzige bei dem ich mich immerhin enthalten würde ... #CDUverhindern",OTHER
20 Minuten lang um den Ausgleich gebettelt ... :-( #fcsp,OTHER
Stimmung wie bei einem Länderspiel von #dieMannschaft ... #FCKDLF #fcksky,OFFENSE
"Vielleicht würde ich ja mit 50 noch eine Bäckerlehre machen, aber mit Lehrlingsgehalt für 3 Jahren muss ich mich scheiden lassen und wieder zu Mutti ziehen. #AnneWill",OTHER
"5 Tage in der Woche um 00.00h anfangen, dann 8 Stunden arbeiten für 13,--€/Stunde, am Schluss noch 24 Tage gesetzlicher Urlaub ... das ist so richtig zeitgemäß und passt ja z.B. auch zu den niedrigen Mieten. #AnneWill",OTHER
"Solange der Staat den billigsten Anbieter nehmen muss, wird das mit dem \""""Fördern\""bei Hartz IV sowieso nichts ... #AnneWill",OTHER
Schon wieder 2 Punkte verschenkt ... #fcsp,OTHER
"Nun ja, wenn man aufsteigen wöllte, würde man jetzt grummeln müssen ... #fcsp",OTHER
Werbebande ftw! &lt;3 &lt;3 &lt;3 #fcsp #millerntor,OTHER
"Huch... Bebelplatz und Staatsoper ohne Baustellenzeugs, das sieht ja derbe fertig aus.",OTHER
Das nennt man wohl eine Pleite :'-( #fcsp,OTHER
Yesss! DaZke #fcsp Nur noch &lt;3 :-),OTHER
"Ich WILL heute 3 Punkte, ich WILL, ich WILL, ich WILL! *aufstampf* #fcsp",OTHER
Ich kann ja Sandhausen gar nicht leiden ... #fcsp,OTHER
"@BVG_Bus Nun schon der 8. 200er in die Gegenrichtung, 4 Stationen vor der Endhaltestelle und keiner kommt zurück ... Das ist nur noch lächerlich :-(",OTHER
7 Punkte aus der englischen Woche ist auch schön :-) #fcsp,OTHER
"Ich würde gerne mal den Sky kommentator auswechseln, der ist sehr anstrengend ... #fcsp",OTHER
"Für das @morgenmagazin ist der Naziaufmarsch eine Auseinandersetzung zwischen links und rechts ... \""""Aufstand der Anständigen\"""", my ass! <U+0001F621>",OFFENSE
Aber sie waren stets bemüht ... #fcsp,OTHER
"Nun ja, Kontinuität eben ... #fcsp",OTHER
"Verwunderlich, dass wir noch drin sind :-) #fcsp",OTHER
@kleinertod Hab's gerade wieder gut gemacht :-) #fcsp,OTHER
Ich betrete das #OBE und alles geht seinen sozialistischen Gang ... #dfbpokalistunsscheißegal #fcsp,OTHER
@kkbeutekunst War das nicht eine andere Plattform? :-),OTHER
"enschen, die etwas auf eBay-Kleinanzeigen verticken, wohnen entweder in einer dickichten Gartenlaube oder im obersten Stock Altbau - Hinterhaus. #issso",OTHER
".... und wenn jemand ein gutes (kostenloses) Tool zum Twitterlisten bearbeiten kennt, dann bitte ansagen. Das ist ja immer noch eine unterirdische Verwaltung , die Twitter da anbietet :-(",OTHER
"Ich muss mal wieder meinen Twitteraccount aufräumen und reaktivieren. Wenn sich jemand \""""rausgeschmissen\""fühlt, dann bitte melden, es gibt Kollateralschäden ... ich weiß :-)",OTHER
"Wenn man so auf Spielzerstörung spielt wie Magdeburg, dann verliert man zurecht durch eine Standardsituation... :-P #geschieteuchrecht #fcsp",OTHER
Was für ein Schieber ... &gt;:-( #fcsp,OFFENSE
Uups... Die Trainerbank in NATO-oliv? #fcsp,OTHER
Die Nazis stehen vor uns und ich träume von der Szene bei Herr der Ringe mit der Geisterarmee... #afdwegfegen,OFFENSE
"Nazis sind so Scheiße, dass ich sogar schlechte Musik ertrage... #StopptdenHass",OFFENSE
Grachmusikoff (Schwoißfuaß) im #Tatort. Die Hölle friert zu <U+0001F601>,OTHER
Wir sind jetzt alle Aue! #fcsp,OTHER
"\""""Neid\""ist schon so ein Totschlagargument, nicht wahr? @hartaberfair",OTHER
Jetzt glaube ich es langsam ... #fcsp,OTHER
"Jetzt aber, oder ? &amp;#fcsp",OTHER
"Kalter Krieg, Wettrüsten &amp; Fallrückzieher ... Willkommen in den 80igern ... #fcsp",OTHER
"Ok, Neudecker, Allagui und Diamantakos stolpern Parks Traumflanken ins Tor und Buchti macht den Hattrick aus der 2.Reihe ... #fcsp",OTHER
Es ist nicht zu fassen ... :-( #fcsp,OTHER
@slowtrirun ... Vielleicht kommt's ja zum Cheating-Day ;-),OTHER
Können wir nicht einfach die Saison nochmal anfangen? Warum ein totes Pferd reiten? #fcsp,OTHER
Och Menno .... deswegen hätte man nicht aufstehen müssen :-( #fcsp,OTHER
Das wäre mir jetzt auch peinlich gewesen ... #fcsp,OTHER
ich kotzt dieses Sandhausen soooooo an ... :-( #fcsp,OFFENSE
Das freut mich jetzt :-) #fcsp,OTHER
Warum fühlt sich das so an wie 2 Punkte verloren? #fcsp,OTHER
DAS WAR DOCH SOOOO KLAR ... *kotz* #fcsp,OTHER
Bei den BFE-Einheiten ist übrigens die individuelle Kennzeichnung auf dem Rücken ... #b1702 #Servicetweet,OTHER
"\""""Ich geh' mal ein Tor holen ...\""#OBE #fcsp",OTHER
2 saudämliche Tore ... Dieses Spiel musste man nicht verlieren :-( #fcsp,OTHER
Gut sparen wir uns die Abwehr und werfen alles nach vorne ... #fcsp,OTHER
"Ok, das ist jetzt lächerlich ... #fcsp",OTHER
"\""""Flanken können se nich, Kopfbälle ooch nich und Bouhaddouz schießt eh' keine Tore...\""HRHRHR ...! #fcsp",OTHER
Ein viertes Tor wäre schon noch geil ... *giggel* #fcsp,OTHER
5 Minuten? Skandalös! Fuck DFB! #fcsp,OFFENSE
4 Minuten? Echt jetzt ... lächerlich :-( #fcsp,OTHER
"Ich bin offiziell beeindruckt ... Á point, sozusagen! #fcsp",OTHER
@Todespuschel @HANKA_MOODY Ich ahnte es ... Warum schaut Ihr diesen Scheiß eigentlich? #seufz,OTHER
@Todespuschel @HANKA_MOODY Schön dass Ihr Euch auf meine Kosten amüsiert. Will ich wissen warum? #tuffig&amp;operiert,OTHER
Der Wiener #Tatort ist der geilste #Tatort von allen ...,OTHER
Wo war jetzt eigentlich der italienische Staatsanwalt und die Tante vom LKA? #Tatort,OTHER
Ist das eigentlich der letzte #Tatort mit Team Odenthal/Kopper? Dann weiß ich wie's ausgeht ...,OTHER
"Zäh wie Teer, der #Tatort ...",OTHER
Ich schaue Urban Priol auf #3sat und kann nicht lachen ... #zuvielrealität,OTHER
So nicht ... Menno :-( #fcsp,OTHER
"Jedesmal wenn's spannend wird habe ich Streamprobleme ... Wenn's jedesmal ein Tor für uns ist, kann ich damit leben :-) #fcsp #AFMRadio",OTHER
"Uff ... Bei \""""Sobiech &amp; Eigentor\""kackte der AFM-Stream bei mir ab. #fcsp",OTHER
"@callmeuschi Ich denke das passt, ich bin heute leider nicht da :-(",OTHER
Es ist so zum Kotzen ... und geahnt hab' ich's auch noch ... #fcsp,OTHER
Ist schon ok :-D .. #fcsp,OTHER
Ich warte mit dem Torjubel jetzt grundsätzlich bis zum Wiederanpfiff ... #fcsp,OTHER
"Der Schiri wollte mal einen Elfer pfeifen, anders ist das nicht zu erklären ... Was für ein Depp #fcsp",OFFENSE
"Ich glaube jetzt einfach mal an die \""""Talsohle\"""". Schlimmer kann es ja gar nicht werden ... #fcsp",OTHER
"Bitte gehen Sie weiter, es gibt hier nix zu sehen ... #fcsp",OTHER
Immerhin kein Unentschieden... Yeah :-/ #fcsp,OTHER
Nicht zu fassen ... :-( #fcsp,OTHER
"\""""... situativ manche Räume überlädt...\""ALTER, EY! #sky #fcsp",OTHER
"\""""Verdientes Remis\""""? My ass ... St. Pauli war 2/3 des Spiels die bessere Mannschaft. Regensburg hatte nur Glück ... #isso #fcsp",OFFENSE
E N D L I C H!! ALLAGUI! #fcsp,OTHER
Das Wetter ist doch gephotoshopped... #fcsp #millerntor,OTHER
"Alter, der #Tatort fängt ja gut an <U+0001F601>",OTHER
an könnte ja auch mal mehr als ein Tor schießen ... :-( #fcsp,OTHER
"Na gut ... Ein Punkt, ist ein Punkt, ist ein Punkt ... #fcsp",OTHER
S C H E I <U+1E9E> E !!! #FCSP,OFFENSE
"Ich weiß nicht, was an einer Grätsche von hinten \""""sauber\""sein soll ... #fcsp",OTHER
!!! Einsdrölf !!! RT @Jens1893: Aus gegebenem Anlass: Bazitrachten raus aus Cannstatt! #vfb,OTHER
3 Punkte und 10 Tore für Platz 1 ... Aux armes! #fcsp,OTHER
Am Samstag war ich zur Halbzeit schon besoffen <U+0001F60A>#fcsp,OTHER
Die Punkte von heute haben wir letzte Woche schon gebucht... Wie sagt der BWLer? Die frühen Punkte sind die besseren Punkte ... #fcsp,OTHER
Es gilt jetzt das Ergebnis zu halten ... #fcsp,OTHER
"Die Ingolstädter Trikots sind schon \""""vorgeschmutzt\""""... #fcspfci",OTHER
Wir lullen die ein ... #fcsp,OTHER
Flumi hat mir gerade die Adrenalinspritze ins Herz gerammt ... &lt;3 #fcsp,OTHER
DAS IST SANKT PAULI!!! Nur noch &lt;3... #fcsp,OTHER
"Nicht Verhoek, den brauchen wir noch... :-) #fcsp",OTHER
Das Spiel musste man nicht verlieren ... <U+0001F615>#fcsp,OTHER
... es ist ein Segen :-( |LBR| Scheiß die Wand an ... #fcsp,OFFENSE
Das TV-Signal ist weg ... wir wissen gerade nicht ob das wirklich nicht ein Segen ist. #fcsp,OTHER
Das wird heute nix mehr ... #fcsp,OTHER
Jetzt können wir uns voll auf die Relegation konzentrieren ... #fcsp,OTHER
Aber es hätte auch anders kommen können ... SANKT PAULÉÉÉÉÉ! ... #fcsp,OTHER
Also ein Torwart-Problem haben wir immer noch nicht... #fcsp,OTHER
"Also gut, dann haben wir wenigstens schon das Trikot für nächstes Mal aufgespart ... #fcsp",OTHER
Vielleicht springt ja jetzt der Funke über ... also bei mir. #fcsp,OTHER
"SPITZENREITER, SPITZENREITER, SPITZENREITER, HEY, HEY... #fcsp",OTHER
"@TeddyTria Stümmt, das war's ... Jetzt muss ich Asche nehmen, weil ich hier keine Zahnpasta habe.",OTHER
Ich bin ja eigentlich noch gar nicht bereit ... #fcsp,OTHER
"@heuteplus Ein Polizeigewerkschafter der \""""Pro\""Polizeitaktik quasselt? Nicht Euer Ernst, oder?",OTHER
Empirisch bestätigt: 96% der Carsharing - Nutzer sind Pygmäen ...,OTHER
"Als #WGT bezeichnet man den Zeitraum zwischen zwei WGTs, oder? #wgt2017",OTHER
"@wschingnitz Sind Sie zu stark, bist Du zu schwach <U+0001F60A>",OTHER
Jirky hat keine Haare mehr. Das sind nicht mehr meine 69 Eyes ... #wgt2017,OTHER
@Sintaura Hmmmm...? Muss ich da jetzt was zu sagen?,OTHER
@1_theo_ weil wir es können <U+0001F609>,OTHER
"Es sollte viel mehr Relegation geben, am besten mit @DFB und DFL-Funktionären als Ordner ... #m60ssv",OTHER
Tja @DFB ... das hast Du von Deiner bescheuerten Relegation #ebswob #fckdfb,OTHER
Ich gratuliere den Frauen des VfL Wolfsburg zum Gewinn des Doubles ... #ebswob,OTHER
Aber was auch geil ist: Wir bleiben Derbysieger! #fcsp,OTHER
"\""""Polyamorie! Froagst amol dei Katie, wann's sie's woias, dann host Pech g\""habt\""""... #Tatort 2017",OTHER
Endlich mal eine Vernünftige im #Tatort...,OTHER
Ich weiß wer's war ... hihihihi ... ist das alles albern ... #Tatort,OTHER
"Ohje, Polygamie für Anfänger im #Tatort ... Was für Amateure -*kopfschüttel*",OTHER
Von 18 auf 7 in einer Halbserie ... DAZKE magischer FC St. Pauli. Die ganze Kurve singt und tanzt für Dich ... &lt;3 #fcsp,OTHER
"@TeddyTria Naja, Bochum hat eben das \""""unabsteigbar\""immer noch nicht überwunden :-D",OTHER
"Zum Glück gibt's die Hinrunde, sonst wären wir jetzt in der Klatschpappenliga ... :-) #fcsp",OTHER
"Ich will jetzt Glamour, Gala und Glitzer! #fcsp",OTHER
"Wow, ein Torwart, der fast an die Mittellinie faustet, ist der Preisboxer? #vflfcsp",OTHER
"Ok, ich wäre jetzt bereit für die Kür :-) #fcsp",OTHER
Blöd das ... Ich würde heute schon noch gerne gewinnen :-/ #fcsp,OTHER
@Askowronek Ab jetzt gewinnen nur noch wir :-) #fcsp,OTHER
Ich muss mir wieder angewöhnen bis 3 zu zählen bevor ich jubel ... :-( #fcsp,OTHER
Noch eins und ich hätte (schon wieder) meinen Tipp :-) #fcsp,OTHER
"Ist mir Wurscht wie, Hauptsache 3 Punkte ... #fcsp",OTHER
"Schee war's net, aber selte ... #fcsp",OTHER
it dem Winkel kannst Du jemand erdolchen ... #fcsp,OTHER
Hipsterdutt beschert Kaiserslautern den Sieg. Ich feier hart ... :-D,OTHER
@next_85 Bis dahin ist mir das hoffentlich Wurscht :-),OTHER
Hmmmm ... der Aufstieg ist ja rechnerisch leider abgefahren :-D #fcsp,OTHER
Hö Buchti! Ick bin außer mir :-) #fcsp,OTHER
"Noch 2 Jungs, dann bin ich im Geld ;-) #fcsp",OTHER
Dieser #Tatort ist mal richtig gut!,OTHER
A U S W Ä R T S S I E G!!! ... und mein Tipp war auch richtig ... \o/ #fcsp,OTHER
Aziz ist die geilste Sau auf dem Platz! Sensationell! #fcsp,OTHER
Das wird 'ne ganz enge Kiste :-( #fcsp,OTHER
"ist, Fuck, Dreck... Ich hasse diesen Klassenkampf :-( #fcsp",OFFENSE
"Ich sag ja nicht, dass man unbedingt gegen Aue gewinnen muss, aber WIR müssen unbedingt gegen Aue gewinnen... #fcsp",OTHER
"Also bildgewaltig fängt er schon mal an, der #Tatort",OTHER
Zum ersten Mal seit gefühlten 20 Saisons hat mal mein Tipp gestimmt ... #fcsp,OTHER
Ab jetzt gewinnen nur noch wir! AUSWÄRTSSIEG! #fcsp,OTHER
Spiel gedreht ... Das ist nicht mehr mein St. Pauli :-) :-) :-) #fcsp,OTHER
Von mir aus können die heute 10 Minuten nachspielen ... #fcsp,OTHER
Ich bin offiziell beeindruckt :-) #fcsp,OTHER
Jetzt haben die mir den Tipp versaut :-) #fcsp,OTHER
"Ich bin jetzt echt gefrustet ... Sorry, aber das war einfach nur Mist :-( #fcsp",OTHER
"5 Minuten Nachspielzeit, um Punkte gebracht. Es ist zum Kotzen... #fcsp",OTHER
Sahin! Du eiskalte geile Sau! #fcsp,OFFENSE
"Ok, amüsant und sinnlos ... #Tatort",OTHER
@istbraunweiss @Todespuschel Na wenigstens versuchen die ein wenig Pietät auszustrahlen...,OTHER
"Wenn Lupo wirklich am Schluss stirbt, dann ist das jetzt schon der schlechteste #Tatort aller Zeiten...",OTHER
"@nullzeit ach was, wir sind doch mit dem Bus da :-)",OTHER
Wie geil ist das denn? #fcsp,OTHER
"Ein ECKBALLTOR , jetzt kann ich beruhigt sterben... #fcsp",OTHER
Gentner ist doch gefühlt auch schon seit '82 beim #VfB ... #fcsp,OTHER
Heute nacht wird Arschloch Trump zum Präsident gewählt ... nur mal so :-(,OFFENSE
"Hmmmm... fühlt sich komisch an. Aber ein Punkt, ist... #fcsp",OTHER
(Ein Sieg für) St. Pauli ist die einzige Möglichkeit! #fcsp #isso,OTHER
Bei 3:0 gehe ich eine Schinkenkrakauer einwerfen ... #millerntor #fcsp,OTHER
"Alle machen's, nur wir nicht ... :-/ #fcsp",OTHER
@Todespuschel @MandyMatz Hmmmm... ich halte i.d.R. dabei die Klappe ;-),OTHER
Das ist nicht mehr mein St. Pauli .... :-) :-) :-) :-) #fcsp,OTHER
"@ZeckenWombat Dann kack' doch mal den richtigen an, das ist ja nicht auszuhalten....",OTHER
Schon alleine dass dieser @Sky Quatschkopf Lügen gestraft wird... #fcsp,OFFENSE
Kann mal jemand dem @Sky - Trottel den richtigen Monitor geben? Der sieht offensichtlich ein anderes Spiel #fcsp,OFFENSE
Fallrückzieher ist ja auch so eher 80ger ... #fcsp,OTHER
WAS SOLL DENN NOCH PASSIEREN? ... #fcsp,OTHER
Wir feiern einen verschossenen Elfer wie die Meisterschaft ... #OBE #fcsp,OTHER
Können wir die Saison bitte JETZT beenden ... #fcsp,OTHER
"Hast Du Scheiße am Hacken, hast Du eben Scheiße am Hacken ... dann eben das nächste Spiel ... nützt alles nix! #fcsp",OFFENSE
Auch dieses Spiel hätte man nicht verlieren müssen. Oder vielleicht doch? Weil es nicht sein darf? #schiedsrichter #fcsp,OTHER
Langsam glaube ich an eine Verschwörung ... solch' eine krasse Fehlentscheidung. Das ist nicht mehr normal. #fcsp,OTHER
Und dann hast Du noch den dümmsten Schiedsrichter aller Zeiten ... #fcsp,OFFENSE
"Das war gerade Handspiel zur Ecke, aber es gibt Abstoß für Heidenheim ... #abstiegskampf #fcsp",OTHER
"Es gibt keine Lösung, außer gewinnen ... #fcsp",OTHER
Das ist alles gar nicht mehr wahr ... #fcsp,OTHER
Die Düsseldorfer Schauspielertruppe wieder am Millerntor ... :-( #fcsp,OFFENSE
"Am Alexanderplatz sitzt einer auf dem Boden, mit einem Pappbecher in der Hand und einem Schild, auf dem \""""for weed\""draufsteht ... :-)",OTHER
Ich habe eine Scheißangst :-( #USwahl16,OFFENSE
"Ich habe Tränen in den Augen, ich sehe #Placebo nicht mehr... #fcsp",OTHER
Ich hasse die Kicker-App ... :'-( #fcsp,OTHER
Der Drummer ist älter geworden ... Scheiße ... :-) #placebo,OFFENSE
"@DB_Bahn RB24 nach Eberswalde... Aber halb so wild, ich muss in die Gegenrichtung. Allerdings hat der halbe Bahnsteig herzliche gelacht :-)",OTHER
"\""""... ca. 10 Minuten später. Grund dafür sind witterungsbedingte Störungen.\""... JETZT SCHON? @DB_Bahn #pendlerschicksal",OTHER
"Ein Punkt, ist ein Punkt, ist ein Punkt #fcsp",OTHER
"Die haben echt einen Spieler der \""""Sepsis\""heißt? *örks* #fcsp",OTHER
"ir gefällt NICHT, was ich im Kicker-Ticker lesen muss ... #fcsp",OTHER
"@puzzlestuecke Verkleiden, an Türen klingeln, Süßes oder Saures skandieren ... #SüßesImHaus",OTHER
"@FabianEberhard @Seb_Baehr Alle machen nur ihren job, jeder spiel seine rolle, klassenbewußtsein Fehlanzeige, bewußtsein zu den herrschenden Verhältnissen Fehlanzeige!",OTHER
@SchwarzePalmen @LinkeKitagruppe Hass ... wie noch nie ... all Cops are bastards ... #acab!,OFFENSE
"@gelb_westen gegen Spaltung ... Klassengesellschaft ist Kapitalismus, Kapitalismus ist Spaltung, sollte dies gemeint sein schreibt es auch so, ansonsten hört sich das nach volkstümelei an!",OTHER
"@ZDFheute Wieder ein Beispiel für angeblichen \""""Antikapitalismus\""von Rechts ... hinter dem Faschismus steht das Kapital und so, wa! .... scheiß Antisemiten!",OFFENSE
@AfDKehl Kein Respekt vor den Opfern ... Ihr menschenfeinde! #fckafd,OFFENSE
"@PGeigerzaehler @formelfriedrich Der @Tagesspiegel hat Recherche von @FriedensWatch aufgenommen und einen guten Artikel geschrieben, ein Urteil sollte sich Mensch stets auf Grundlage mehrerer Quellen machen, si! |LBR| Kita - Outing, ja, da ist es schwer für mich eine 100% Haltung einzunehmen.",OTHER
#Solidarität mit den Streikenden bei der #Bahn! |LBR| #Streik ist das Minimum bei den bestehenden #Eigentumsverhältnissen!,OTHER
@LieblingXhain Papier und Realität sind auch hier zwei Paar Schuhe!,OTHER
@texantifa @Achtfach Fakten findest du im Artikel!,OTHER
@texantifa @Achtfach Nein ... aber Fakten sind Fakten ...,OTHER
"@REBELLWiesbaden Nehmt den Artikel auseinander, kritisiert ihn und wenn möglich widerlegt ihn. Doch was ihr tut ist schlicht die Verharmlosung einer \""""falschen\""Gruppierung!",OTHER
"@LowerClassMag Diese Ablehnung gibt es auch in der \""""französischen\""Linken, es gibt sie wohl allgemein in der Linken, mindestens doch massive und richtige Kritik!",OTHER
@rbbinforadio Soll er weg bleiben! Genug #Gentrifizierung hier!,OTHER
"@LowerClassMag @MeisterEcki Kritik ist Kritik! Antisemitismus ist Antisemitismus! Regierungen kritisieren immer! Ein Existensrecht abstreiten, niemals! Nationalismen kritisieren immer, aber eben jeden! |LBR| Es ist doch ganz einfach, keine doppelten Standards und bleibt bei den Fakten!",OTHER
Eine gute #Zukunft für die #Menschheit ... |LBR| Nur ohne #Kapitalismus!,OTHER
"Bisschen #Riot in #Paris oder auch ein bisschen mehr, mich interessieren die Ziele... |LBR| Gewalt ist immer, auch, Mittel, doch, wichtig ist, das Ziel!",OTHER
"@jutta_ditfurth Und, er sieht nur den Profit, was für einen Vertreter des kapitalistischen Staates normal ist (weil notwendig), aber, wieder einmal verdeutlicht er, eine humanistische Zukunft geht nur antikapitalistisch!",OTHER
Rechte bestimmen den Diskurs bis weit in die #heuteshow!,OTHER
@RafBerlin Schwarze Jacke ist mir lieber!,OTHER
@KonstantinNotz @Ruppi_Struppi Wobei dieses Grundrecht längst nich mehr so existiert wie einst aus den genannten Gründen gedacht!,OTHER
@rbb24 Welcher Bezirk? Friedrichshain is noch nix!,OTHER
"@queer_de @kahrs Es gibt in der AFD einen rechtsaußen, wo stehen den dann die anderen?",OTHER
"@dr0pr0w @kinzig9 Wer sind die genannten Personen, gibt es zu diesen mehr?",OTHER
@dr0pr0w @kinzig9 Gibt es irgendwo mehr Einzelheiten zu der Veranstaltung?,OTHER
@KinderLebenFrei Gedanken sind wie Wolken ... |LBR| einfach weiterziehen lassen ...,OTHER
@lurhenne Das habe ich auch nicht gemeint .. das ist soziologische Analyse welche nicht falsch ist .. ich meinte die eindeutige Anweisung abzuschieben!,OTHER
"@lurhenne Wo Rassismus anzutreffen ist muss er bekämpft werden, gerade auch dort wo Mensch ihn nicht sehen will! Es gibt keinen nicht ganz so schlimmen Rassismus! Sogenannte \""""nestbeschmutzung\""ist antirassistischer Alltag!",OTHER
@Semicaper Ansonsten nutzen sie die Suchmaschine ihrer Wahl und hinterfragen sie ihr autoritäres Gedankengut... |LBR| Tschüß!,OTHER
"@lurhenne Ich gehe rechtes Gedankengut an dort, wo ich es feststelle und wenn es meine Partnerin oder mich selbst (wenn mich jemand darauf aufmerksam macht) an, da mache ich keine Unterschiede ... nicht der Mensch, der aufmerksam macht ist das Problem, nein derjenige, der es nicht annimmt!",OTHER
"@Semicaper Doch wer folgt auf die kriminellen \""""ausländer\""""! Menschen auf Grund ihrer Herkunft unterschiedlich zu behandeln, bleibt rassistisch!",OTHER
"@Semicaper Wer ist \""""wir\"""", welche \""""gemeinschaft\"""", Menschen na Nützlichkeit zu \""""sortieren\""widerspricht mir zu tiefst! |LBR| Ich bleibe dabei, keine Abschiebungen ... |LBR| Schauen Sie sich die Plakate von faschistoiden Parteien an, von der SVP, NPD, FPÖ, AFD oder anderer, alle fördern dies!",OFFENSE
"@lurhenne Nicht der \""""Vorwurf\""der aus der Aussage speist ist falsch, nein das Problem bleibt die Aussage! |LBR| Wenn ich zu \""""pauschal\"""" bin, kann \""""die\"""" #HeuteShow ja reagieren und ihre Haltung deutlich machen",OTHER
"#heuteshow wirbt wieder fürs abschieben ... voll auf rechter Linie ... und das in einem Land welches 2 Weltkriege und Auschwitz zu verantworten hat, ergo Millionen Geflüchtete ... aber heute heißt es wieder abschieben ... leckt mich!",OFFENSE
@karpfenratten @schmakifatz @RadikaleLinkeB @LinkeKitagruppe Habt ihr leider bei de recht!,OTHER
